undeformed,,HighStrain,
X,Y,X,Y
162.3075427746788,0.7982493567156861,230.09960165925887,0.5451364042427318
164.1815324332152,0.8171117533869223,237.92012757447057,0.5386408150907956
168.47045721873153,0.8397901047959436,238.65684378387456,0.5208815958056908
170.4134450237531,0.7972401062764184,244.83392584733892,0.5013640379775064
173.8541525951454,0.8139367314922006,249.36756405905592,0.5296703901608535
176.4043240892362,0.8330659090487817,257.4076880751477,0.5245716914459615
179.23784797155932,0.7933664248183516,264.3994082547799,0.5075423758802505
180.96629753977638,0.8138884254882698,273.4120381461976,0.5115094029401986
187.69675014967092,0.7935373901852046,283.3916469844893,0.5355269357604898
188.87182917145785,0.8343991547572708,282.21873156973925,0.5040476780258798
195.19725454405554,0.7939778272798674,290.4536603527407,0.5283447353958391
198.0807817890079,0.8306188649068036,292.68506041007015,0.4970626298574916
198.64748656547252,0.8106781464841855,301.59388319534787,0.4920280637188711
201.2630470722323,0.7865695223421966,310.93599013067626,0.4893151272811427
207.95088997910003,0.8106197192222884,317.23046104069397,0.5010794466057771
208.4231439594872,0.8430072846577323,320.2056611171332,0.4719486677730069
212.94390251719355,0.7943859742649508,321.0557182818302,0.45421070312963163
214.7331836820451,0.8209485337550733,330.34095808082736,0.46779703456564936
215.0414461703418,0.7829366985125201,338.9600473132592,0.4564783406550631
219.04885851819878,0.8327760730251972,346.2483215264846,0.43368504291396115
222.91275472136667,0.8043672493784468,349.5576349804918,0.4607800613433385
224.2908777004965,0.7665473914931737,357.9213553192126,0.4595751459502898
224.36171579755458,0.7934960459288991,366.05207753312084,0.4517286528185711
230.68810277327978,0.8073262406465987,372.1805849014596,0.4607301316081831
232.22474457100114,0.7680122135552264,375.81356730772393,0.4435262933511279
239.02520188857656,0.8217043369242669,377.1594911518274,0.4085220063209376
239.02520188857656,0.7963436848606176,384.65061991571895,0.45216702980424284
241.07306687625558,0.7758891662143723,387.27517141172086,0.43849473998169985
237.7501161415312,0.7593026410465102,395.18070304340233,0.43982025672956004
247.52577353554588,0.809705125547866,397.3908516716142,0.4299040002426534
247.8563513218169,0.7921725764354914,403.85128612331096,0.43233862284076374
250.76252966266108,0.7729695243124592,408.692564070823,0.413500661479308
254.27900545508257,0.8066908309025864,417.96223505727994,0.4169234869006876
257.2360419168915,0.7883180935174485,423.84179711310037,0.40678957736178445
258.3640023854317,0.7608484331722947,427.85380933738963,0.4241731515945041
264.52691682948443,0.7800549003351651,433.91092662349854,0.39952133113769905
268.9522144221713,0.8086052100163468,443.4639499981878,0.40615062067342755
270.47731698236294,0.7576215921097198,447.41064397713774,0.37304783361614813
273.24000276762797,0.7776313191093818,452.74918979718495,0.3945135354243957
277.49028859111263,0.8134778244548584,459.44502469449003,0.37973338456016537
280.25297437637755,0.7671861808880104,462.6509545727756,0.39499946197382674
282.317398919213,0.7796325678436562,472.2444568600695,0.3924271672645139
285.4383230810289,0.7916580024793337,471.51583643318645,0.3729248728788698
290.7572521972753,0.7753057300630009,478.7026833710787,0.40180025724150736
287.90348885865,0.8160525344643679,484.2666939036403,0.3868633507403457
294.79839697230284,0.7841093842650869,494.27847828784866,0.387008268752138
293.42886042917996,0.7496221178587859,499.7377343011244,0.39103698947996335
300.059306313816,0.7701580352584079,503.6156141286466,0.3684794658158391
302.12262688630767,0.8001695203719338,,
298.95423199971003,0.7504916259295396,,
307.30479355879163,0.7754823108336721,,
311.7050894701639,0.7883326171687401,,
316.255395469424,0.7697947051002716,,
321.5870040097657,0.7557366228277644,,
324.03091835826945,0.7704758197556951,,
326.58108985236015,0.7950973899592039,,
328.9677888147785,0.7556685432123346,,
334.4016157675719,0.7672738217808562,,
331.6814328405418,0.7893586366922295,,
338.48189015811715,0.7495931342564274,,
342.7321759816018,0.7739683438398892,,
346.84078561097033,0.7505765064793035,,
349.5326332991773,0.7727800161431925,,
355.8307841103408,0.752491494492273,,
363.9836050990249,0.7530815178259987,,
373.21279717287746,0.7594537698302365,,
375.7209328731095,0.7822219819884281,,
381.60979042582903,0.7514770684097271,,
381.12642458707967,0.7814750968507294,,
389.48532003993284,0.7503611997189266,,
397.75703014256067,0.7496528532173309,,
399.9564787505178,0.7334808862180673,,
406.48646333387137,0.7508187265847278,,
408.7532824397299,0.7335410491502357,,
413.1452444573306,0.7140882213673183,,
416.68714931023453,0.7352897264925291,,
421.09402461142656,0.7165594548315657,,
425.89610192778457,0.7423762172691717,,
429.76302863777846,0.7158783850423994,,
434.3966735747538,0.7490424458116167,,
437.9385784276577,0.7284061209323958,,
441.703117299887,0.7596338822163212,,
443.32227380407164,0.7418158676235749,,
447.14753104520776,0.7273240664443468,,
453.7146393371801,0.7133766211581534,,
454.93972172159636,0.7357099887267268,,
461.70748453283727,0.7175606798806488,,
465.2011260668663,0.7340455018484269,,
472.3658935978833,0.7412168731748335,,
472.7582276738973,0.7227610069961179,,
481.85819860366564,0.733507234947484,,
480.94374316891606,0.7165650019324955,,
490.16986865848014,0.7514448644071066,,
489.2253606977058,0.72594734533232,,
495.31743704470034,0.7547066698153836,,
497.9448864628546,0.7330856552768157,,
499.4904449441217,0.718066879509252,,
507.6432659328059,0.7177111716621254,,
515.4152171528921,0.7178353871008045,,
520.0222233937048,0.7033099442402673,,
528.2267929922529,0.7063139122449105,,
533.0033046795976,0.7344015861059736,,
534.747011684104,0.6962153714975825,,
538.6703524442437,0.7383185129389878,,
540.3704667736376,0.7173343848314655,,
541.5392953750959,0.6840430945724835,,
542.4483842873412,0.7001760922352592,,
549.2960670029553,0.7092769433758146,,
551.5519879400357,0.6905223231420196,,
558.1744418342344,0.7134441413149082,,
557.3716100675762,0.688408749677726,,
566.2972102968939,0.7231697501063012,,
567.815169519567,0.703985365688085,,
574.7977819438631,0.7141461885720353,,
574.2310771673986,0.6988683797002765,,
576.2145438850247,0.6693665229282202,,
577.347953437954,0.6598888849570048,,
583.4996829193133,0.7051795772739823,,
580.7481820967416,0.6895763748013095,,
584.9377495513194,0.6662830225385337,,
588.9654013554787,0.6503242961787142,,
591.7989252378018,0.7136679591331206,,
594.3490967318925,0.6494547881079606,,
599.8744683024225,0.7268410064050391,,
600.299496884771,0.7064800257482236,,
601.9996112141649,0.685368576816055,,
610.5001828611341,0.6921465992533111,,
614.629031946805,0.719175139332272,,
617.137167647037,0.6840344552294728,,
620.2758402551489,0.7223195644371199,,
622.4009831668911,0.7030123447517653,,
625.2699260977433,0.6841324606797554,,
631.4265901214674,0.7058193701062292,,
637.9724848656576,0.7072902491777894,,
639.9271617684367,0.678617406833925,,
642.3773265372689,0.6923588006277213,,
648.5892827408234,0.6774128168445024,,
651.2422083976799,0.693364945681022,,
658.304713412643,0.7119373329817698,,
659.3011919071441,0.6907959445628862,,
664.4788128193891,0.7184937289258037,,
667.4540128958283,0.6917998311536653,,
667.1062622375433,0.6765676306778257,,
676.2096016922067,0.6847819349026045,,
674.2544702134038,0.6668449495230344,,
684.1301343326769,0.716147924425677,,
684.2262946454255,0.6941341258974579,,
692.0584452740005,0.7156478152085114,,
692.9230333304017,0.6978425406607578,,
692.5306992543877,0.6901042904156957,,
700.7276790568224,0.7068423207777041,,
700.1812137366601,0.7842285390747827,,
700.1812137366601,0.766838377659709,,
700.1812137366601,0.7494482162446351,,
700.1812137366601,0.7320580548295612,,
704.4314995601447,0.8007491924191029,,
